place_id,name,rating,address
ChIJ3Sm_uTK9oRQR9onABFCq21Q,Victoria Studio,3.4,"Aristotelous 75, Athina"
ChIJfwldDiW9oRQREGt8-yXJ8U0,Chic -Athens HiTech Hotel,3.9,"Pireos 25, Athina"
ChIJZZTEmCy9oRQR2k76WuK0HMQ,Hotel Diethnes,3.4,"Peoniou 52, Athina"
ChIJudNRfy-9oRQRutR0ZSQqCes,Delphi Art Hotel,3.8,"Agiou Konstantinou 27, Athina"
ChIJOZd8eCW9oRQRa8fDcLuNqLs,Epidavros Hotel,3.6,"Koumoundourou 14, Athina"
ChIJc80Yac2ioRQRYSrm5FKYNaw,Poseidon Downtown Apartment,3.7,"Derigni 49, Athina"
ChIJoUbFQc2ioRQR_KflUObeOIY,Dionysus Loft,3.4,"Monis Prodromou 14, Athina"
ChIJqTZi7Si9oRQRgIrxeEgmJdU,Athens Delta Hotel,3.2,"27, Kerameon str. - 104 37, Athina"
ChIJH8lN9CW9oRQRhZW1HY9l5K4,Stalis Hotel,3.5,"Akominatou 10, Athina"
ChIJLdx3FTC9oRQRDMaryB8umuo,Claridge Hotel,2.9,Greece
ChIJa5Uh-Cm9oRQReRwfkzOZ1Qw,Acropolis 360 Penthouse,4.5,"Petras 20, Athina"
ChIJb5UDEyW9oRQRXz3LRUtg1i0,Dorian Inn,3.8,"Pireos 15, Athina"
ChIJT1Ea0Si9oRQRU9NjnlNFUr4,Athens White Lotus Hotel,4.1,"Chiou 9, Athina"
ChIJqflHTjC9oRQRXLbbpE04WkI,Polis Grand Hotel,4.2,"Veranzerou 10, Athina"
ChIJ17MBPC-9oRQRZQwu5_5XgrY,Malliott Eva Hotel,2.9,"Viktoros Ougko 31, Athina"
ChIJBb-uqC-9oRQRmePsmgMcpCE,Dima Rooms And Apartments,2.8,"Marni 50, Athina"
ChIJdS4Uz-29oRQRvwr8bvizKfk,Athens SmArt Shared Home,3.7,"Samou 25-27, Athina"
ChIJLSQeITC9oRQRUXLiBGZoDtc,Hotel Cosmopolit,3.6,"Marikas Kotopouli 7, Athina"
ChIJtf7OCSy9oRQRq8wa0fFLA_U,Athens SmArt Stay Apartment,3.9,"Samou, Neofitou Metaxa 30, Athina"
ChIJs0g6PzC9oRQRE8qo3kO1Gms,ALMA Hotel,2.6,"Dorou 5, Athina"
ChIJh1ha0tSioRQRz3mkdGKmwz4,Alekos Apartments,4.8,"Redestou 7, Athina"
ChIJdWzUKDO9oRQR17AyTcMNGNY,Zorbas Hostel,3.9,"Gkiilfordou 10, Athina"
ChIJDQAi3jG9oRQRoWYO2XGsRX8,Art Suites Korai,3.6,"Solomou 78, Athina"
ChIJKZykTv2joRQRxeeG5ZSMjJQ,Brazil Hotel,4.3,"Filis 62, Athina"
ChIJxUzFiy-9oRQRKu37CSwR2_M,Diros Hotel,3.7,"Agiou Konstantinou 21, Athina"
ChIJx1lc_y-9oRQRNi_rq78M284,Athens Tiare Hotel,4.3,"Pireos 2, Athina"
ChIJDzMB4G29oRQRn7x9_KSAKVk,Boss Boutique Hotel Athens,3.9,"Chalkokondili 33, Athina"
ChIJVe5JPjC9oRQRgsNt_H_yS-c,Hotel Elikon,4.1,"Dorou 3, Athina"
ChIJjXsgQiW9oRQReCMNX_2H5dY,Ares Athens Hotel,3.5,"Pireos 7, Athina"
ChIJSX0nNzC9oRQRFB3gfFNWbok,Artemision,3.0,"Veranzerou 20, Athina"
ChIJF1eoui-9oRQRZFBjiepldbk,Athens One Smart Hotel,4.1,"Veranzerou 50 &, Marni, Athina"
ChIJ75LJejK9oRQR_yCiyJJWiug,Aristoteles Apartment,3.8,"Aristotelous 45, Athina"
ChIJkSd2lTG9oRQR2PqCHNvLMrc,The White House,3.6,"Solomou 64 7, Athina"
ChIJFdOkKSS9oRQRjhe1bJwaOL0,New Athenian Studios,4.1,"Agisilaou 32-34, Athina"
ChIJa-QX1C29oRQRFbl43xxnp-w,Novotel Athenes,4.2,"4, Michail Voda Str, Athina"
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina"
ChIJofWSXTO9oRQRh5RzT8E9zuo,"Radisson Blu Park Hotel, Athens",4.3,"Leoforos Alexandras 10, Athina"
ChIJw9XODy69oRQRYZ2d_-UYTOg,Aristoteles Hotel,3.1,"Ἀcharnon 15, Athina"
ChIJh8D1fjq9oRQRl1FHzPgUMZE,Titania Hotel Athens,4.2,"Panepistimiou 52, Athina"
ChIJt5Z6MzC9oRQR71Ti0mSC2BQ,Parnon Hotel,4.2,"21, Chalkokondili str, Athina"
ChIJ8SJh5i-9oRQRGPohiV1-xU0,Hotel Alassia,3.2,"Sokratous 50, Athina"
ChIJXQBSN0OioRQR-sVxMqB2NIk,Hotel Balasca,3.1,"Liosion 45, Athina"
ChIJfR8X4DG9oRQRX38NL-26lt0,Athens Art Hotel,3.3,"Marni Str, 27, Athina"
ChIJLdx3FTC9oRQRDMaryB8umuo,Claridge Hotel,2.9,Greece
ChIJuf4ytDe9oRQRjCelNvHuUcs,Athens Way rooms & apartments,4.1,"Arachovis 17, Athina"
ChIJC0E2uDa9oRQRRcXSPeR9UlU,Hotel Exarchion,3.6,"Themistokleous 55, Athina"
ChIJextZDy69oRQRZ1CuNtdYf7A,Pergamos Hotel,3.3,"Ἀcharnon 14, Athina"
ChIJGS93KS69oRQRdxsOcQsZivA,Liberty Hotel,4.0,"Aristotelous 3, Athina"
ChIJqflHTjC9oRQRXLbbpE04WkI,Polis Grand Hotel,4.2,"Veranzerou 10, Athina"
ChIJiRMNfC-9oRQRPXOR87BnAbE,Achillion Hotel,3.6,"Agiou Konstantinou 32, Athina"
ChIJew4zri-9oRQR1YsAsUYVtoI,Golden City Hotel,3.7,"Marni 46, Athina"
ChIJ3Sm_uTK9oRQR9onABFCq21Q,Victoria Studio,3.4,"Aristotelous 75, Athina"
ChIJc80Yac2ioRQRYSrm5FKYNaw,Poseidon Downtown Apartment,3.7,"Derigni 49, Athina"
ChIJoUbFQc2ioRQR_KflUObeOIY,Dionysus Loft,3.4,"Monis Prodromou 14, Athina"
ChIJ78m5QS-9oRQRF1P4j8q89HQ,Minoa Hotel,4.1,"Karolou 12, Athina"
ChIJs0g6PzC9oRQRE8qo3kO1Gms,ALMA Hotel,2.6,"Dorou 5, Athina"
ChIJdWzUKDO9oRQR17AyTcMNGNY,Zorbas Hostel,3.9,"Gkiilfordou 10, Athina"
ChIJWflJvy69oRQRiah9cfvmZMo,HOTEL COSMOS,3.9,"Psaron 16, Athina"
ChIJMagGjsXdoRQRiVLICeeeJ5M,The Athens Mirabello City Hotel,4.0,"Geraniou 49, Athina"
ChIJ2xHdjMuioRQR2kgz1agPsFM,Victory Inn Hotel,4.3,"Trias 20, Athina"
ChIJLSQeITC9oRQRUXLiBGZoDtc,Hotel Cosmopolit,3.6,"Marikas Kotopouli 7, Athina"
ChIJX2MGQS-9oRQRU1hW3bRCSOg,Nafsika Hotel Athens Centre,3.6,"Karolou 21, Athina"
ChIJVe5JPjC9oRQRgsNt_H_yS-c,Hotel Elikon,4.1,"Dorou 3, Athina"
ChIJuYq_YzC9oRQRRfJDwR6azl8,Achillion Hotel,4.7,"Themistokleous 3, Καλάβρυτα"
ChIJPaQq0cuioRQRnBzCAY2oh00,Errathens Apartments,2.0,"Kipselis 16, Athina"
ChIJo3TecsyioRQRUJDdy8J2uEI,Errathens Pine Red and Taupe,4.2,"Trias 30, Athina"
ChIJRyB_SiW9oRQRr16FI8M8_Kc,Grecotel Pallas Athena,4.6,"Athinas 65, Athina"
ChIJBb-uqC-9oRQRmePsmgMcpCE,Dima Rooms And Apartments,2.8,"Marni 50, Athina"
ChIJKZykTv2joRQRxeeG5ZSMjJQ,Brazil Hotel,4.3,"Filis 62, Athina"
ChIJKfg89yu9oRQRU17qa3lf9EM,Socrates Hotel,3.5,"Neofitou Metaxa 27-29, Athina"
ChIJDQAi3jG9oRQRoWYO2XGsRX8,Art Suites Korai,3.6,"Solomou 78, Athina"
ChIJx1lc_y-9oRQRNi_rq78M284,Athens Tiare Hotel,4.3,"Pireos 2, Athina"
ChIJudNRfy-9oRQRutR0ZSQqCes,Delphi Art Hotel,3.8,"Agiou Konstantinou 27, Athina"
ChIJV6CvIza9oRQRiitBnSw9J-A,Athens Quinta - Hostel,4.8,"Methonis 13, Athina"
ChIJSX0nNzC9oRQRFB3gfFNWbok,Artemision,3.0,"Veranzerou 20, Athina"
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina"
ChIJLf9JoTC9oRQRZiOtbmsOShw,Zenith Seaside Hotel,,"Παραλία, Georgiou Gennadiou, Yennádhion"
ChIJDzMB4G29oRQRn7x9_KSAKVk,Boss Boutique Hotel Athens,3.9,"Chalkokondili 33, Athina"
ChIJxUzFiy-9oRQRKu37CSwR2_M,Diros Hotel,3.7,"Agiou Konstantinou 21, Athina"
ChIJOZd8eCW9oRQRa8fDcLuNqLs,Epidavros Hotel,3.6,"Koumoundourou 14, Athina"
ChIJZZTEmCy9oRQR2k76WuK0HMQ,Hotel Diethnes,3.4,"Peoniou 52, Athina"
ChIJffZmTzW9oRQRABv_T97NvJc,PINACOTA SUITES ATHENS,4.9,"Leoforos Alexandras 9, Athina"
ChIJ17MBPC-9oRQRZQwu5_5XgrY,Malliott Eva Hotel,2.9,"Viktoros Ougko 31, Athina"
ChIJkSd2lTG9oRQR2PqCHNvLMrc,The White House,3.6,"Solomou 64 7, Athina"
ChIJtf7OCSy9oRQRq8wa0fFLA_U,Athens SmArt Stay Apartment,3.9,"Samou, Neofitou Metaxa 30, Athina"
ChIJ75LJejK9oRQR_yCiyJJWiug,Aristoteles Apartment,3.8,"Aristotelous 45, Athina"
ChIJjXsgQiW9oRQReCMNX_2H5dY,Ares Athens Hotel,3.5,"Pireos 7, Athina"
ChIJF1eoui-9oRQRZFBjiepldbk,Athens One Smart Hotel,4.1,"Veranzerou 50 &, Marni, Athina"
ChIJJcNJmTS9oRQRbuP1Qx4TQiE,Areos,4.4,"Mpoumpoulinas 19, Athina"
ChIJ2-ubvzK9oRQR76ZjViNNALE,Petaluda / Max,4.6,"Feron 21, Athina"
ChIJLSaQwi-9oRQRiMAa3X6IxBo,Easy Access,3.8,"Satovriandou 26, Athina"
ChIJ36HCvjC9oRQRPjxc2rL_bg0,Academy Central Inn by KesTour,1.3,"Akadimias 69, Athina"
ChIJa8G0zC-9oRQReEiGy0Ne_y4,ORPHEUS HOTEL,3.0,"Chalkokondili 58, Athina"
ChIJxUYXx8mioRQRtJOnG05SzWY,Studio in Athens center,4.2,"Paxon 2, Athina"
ChIJy47nyUy9oRQR5BTE876Dkig,Athens Zafolia Hotel,4.3,"Leoforos Alexandras 87-89, Athina"
ChIJMzSv97aioRQRJVJx7tszapE,Nicola Hotel,3.9,"Olenou 14, Athina"
ChIJofWSXTO9oRQRh5RzT8E9zuo,"Radisson Blu Park Hotel, Athens",4.3,"Leoforos Alexandras 10, Athina"
ChIJuf4ytDe9oRQRjCelNvHuUcs,Athens Way rooms & apartments,4.1,"Arachovis 17, Athina"
ChIJoVWnwUy9oRQRT0BPsVL4Fbg,Proteas Hotel,3.6,"Lamprou Katsoni 9, Athina"
ChIJV6CvIza9oRQRiitBnSw9J-A,Athens Quinta - Hostel,4.8,"Methonis 13, Athina"
ChIJffZmTzW9oRQRABv_T97NvJc,PINACOTA SUITES ATHENS,4.9,"Leoforos Alexandras 9, Athina"
ChIJJcNJmTS9oRQRbuP1Qx4TQiE,Areos,4.4,"Mpoumpoulinas 19, Athina"
ChIJ9bNb-0q9oRQRt046ken6m48,Hotel Frida,4.1,"Zosimou 2, Athina"
ChIJVyRPKLWioRQRTjeUGuywPdY,City apartment 17,4.8,"Lomvardou 36, Athina"
ChIJOwN8jIuioRQRf3PnnUw8n6g,EXCLUSIVE PLAN HOTELS SELECTION LTD,,"Lamprou Katsoni 9, Athina"
ChIJa_mlIkq9oRQRAmKPwfegNjg,ATTIKI EVANS HOTEL - ΞΕΝΟΔΟΧΕΙΟ ΗΜΙΔΙΑΜΟΝΗΣ ΑΘΗΝΑ,4.2,"Tsimiski 37, Athina"
ChIJzfTOhyqjoRQReM_TTIOfu7I,Oikos Ancient Greek House,,"Anastasiou Gennadiou 10-12, Athina"
ChIJNaTnNdKjoRQR9UX3lbWqduI,Serene ground floor apartment in Gkyzi,,"Kalliga 23, Athina"
ChIJw6RAAo-9oRQR8M0jQAqEJy0,Twins apartments - panathinaia,,"Platia Argentinis Dimokratias 2, Συκιές"
ChIJEeSMyQS9oRQRmCyotexZEIw,ATH Ground Loft,,"Laskareos 49, Athina"
ChIJIwCSFGe9oRQROQAGFiAN0-8,Athens Downtown Cozy Luxury Nest,,"Agathiou 14, Athina"
ChIJq69Fek29oRQRhJl5AHQA1Nc,Exarcheia House,4.9,"Zosimou 4, Athina"
ChIJZ7VquxejoRQRs9piXYdvNy0,Aristotle's studio apartment,5.0,"Nikiforou Litra 32, Athina"
ChIJu7_v6KCjoRQRoyirvrcAqIU,Kleisthenes' apartment,5.0,"Nikiforou Litra 32, Athina"
ChIJ-QPbWM29oRQRyxStfu0B6nc,The Q Hotel and Café,4.9,"Zosimou 2, Athina"
ChIJtwBquh-9oRQRBSxaD2rB8RY,Areos Comfort Living Apartment,5.0,"Leoforos Alexandras 72, Athina"
ChIJd5NuC4W9oRQRDUmcUoyCCKo,Myron Apartments,,"Fanarioton 12, Athina"
ChIJ__9Dv0y9oRQRrhP6-wi3cNU,Hypnos Inn Athens,4.3,"Lamprou Katsoni 9, Athina"
ChIJ_ZAON0K9oRQR4S56E26aZ7g,Thanasis Place,3.3,"Ippokratous 207, Athina"
ChIJaZE5Bf69oRQRFdAKQ9oNrZw,Sel apartment,,"Mavromichali 154, Athina"
ChIJi1RbGAC9oRQRKmSkHjWvxik,Mike’s apartments,5.0,"Ippokratous 207, Athina"
ChIJyRFEbgCjoRQRo1ts-BTNe-Q,Casa miranda,,"Valtinon 8-14, Athina"
ChIJ5U5pdgCjoRQRRnczemxWU9E,Home,,"Andrea Moustoxidi 16, Athina"
ChIJIQrSXAajoRQRPxCRv4tqun8,Athens F&K Aphrodite Apartment,4.8,"Nikolaou Gkizi 45, Athina"
ChIJSQ36PxWjoRQRl3YLOOr5vcE,Athens F&K Boutique Apartment,5.0,"Lomvardou 118, Athina"
ChIJT1lGx7KioRQR2uv6vdGrQIw,"Tsochantzi Chryssanthi ""Cris Ankon""",,"Momferatou 91, Athina"
ChIJp82d5fu9oRQRkmtAevA_Dak,Retropolitan Living,4.7,"Ippokratous 167, Athina"
ChIJm2E1bwC9oRQRNS3guzjxm4U,Elegant & Modern apartment in the heart of Athens,,"Sinesiou Kirinis 5, Athina"
ChIJEZz8a92joRQRZ_PLG6ZbHBg,Suas Baiti,,"Momferatou 2, Athina"
ChIJifCZMwCjoRQRbhL3u62fJqk,Pixel Studio,,"Kalvou 89, Athina"
ChIJf925XAC9oRQR2ToeJcAldLs,Chez saks,,"Emmanouil Chrisolora 1, Athina"
ChIJp4bWLwCjoRQRmcQPcBwcumg,Athens modern apartment,,"Liakateon 14, Athina"
ChIJ7_fPuVWjoRQRdsRfcqJtqVo,Lemon Apartment,,"Katsantoni 6, Athina"
ChIJVY6FjHejoRQRBRQan5hZYrA,Mango Apartment-Athens Center,,"Katsantoni 6, Athina"
ChIJi-lF1KOjoRQR9t2ez-7r92E,Kiwi Apartment – Athens Center,,"Katsantoni 6, Athina"
ChIJpYJh4OCjoRQRH0rfaqcCjNk,Apricot Apartment – Athens Center,5.0,"Katsantoni 6, Athina"
ChIJu1FT_pejoRQRke4-DbvDlz8,Orange Apartment – Athens Center,,"Katsantoni 6, Athina"
ChIJLzJzM2i9oRQRzLD3YTwVuUM,OneZeroTwo by ZOIA Living,5.0,"Asklipiou 102, Συκιές"
ChIJ2QfnLQC9oRQR6ls4Flb_y6Y,The Mint's Studio Synesiou - Lycabettus Hill,5.0,"Sinesiou Kirinis 18, Athina"
ChIJT3pkF6K9oRQRAmkm5hMQ-sg,Athenian Flats,,"Arianitou, Athina"
ChIJJ48HQgGjoRQRDCfKy0WrldU,Raise Athens Panoramic View,,"Emmanouil Roidi 23, Athina"
ChIJB4w8Dkq9oRQRHVyqZW06fSA,Alter Athens Hotel,4.4,"Zoodochou Pigis 100, Athina"
ChIJ-4Tvaou9oRQRebbasurzI-w,Lycabettus view,5.0,"Asklipiou 115, Athina"
ChIJ5zu3nIi9oRQRICKDaNTjyJ0,The Best View Rent Apartment Lycabettus,5.0,"Ζ. Πηγής 93, Αθήνα"
ChIJHYxd2Dm9oRQRVSt0aqDJjac,art island house,1.0,"Plapouta 28, Athina"
ChIJH8y-BgC9oRQRjtMCwG-dgik,A Neoclassical Mansion in Athens,,"Koumarianou 5, Athina"
ChIJB4EQwTW9oRQRNbTHTW9tBQ4,Orion Hotel,4.4,"Anexartisias 5, Athina"
ChIJ03wFKu29oRQRdTR97ahKsNo,Strefi Hill ABR Suites,4.7,"Emmanouil Benaki 105, Athina"
ChIJvUjUUca9oRQR0ze2_VONclQ,Trikoupi 95,4.3,"Charilaou Trikoupi 95, Athina"
ChIJRTHfADe9oRQRF6wCpk2Qsoo,Elliot,4.9,"Mavromichali 90, Athina"
ChIJqdC9RAC7oRQR-bOu4Rvsxlc,Vestige Basement Apartment,5.0,"Exarchia, Asimaki Fotila 19-21 Neapoli"
ChIJXXLxVwCjoRQR4GZ1yBCLfOQ,Moderne stylish 2 bd apt,,"Prigkiponnison, 7Athina"
ChIJse7irAu9oRQREP3Zp4mjTuM,Co & Living - Bennaki 101 Apartment,,"Emmanouil Benaki 101, Athina"
ChIJj3beZLaioRQRFYxS_6NSH_E,Athens Panorama Project,4.1,"Evelpidon 77, Athina"
ChIJy47nyUy9oRQR5BTE876Dkig,Athens Zafolia Hotel,4.3,"Leoforos Alexandras 87-89, Athina"
ChIJpcPi9FO9oRQRIOgOC1jUyr8,Airotel Alexandros,4.2,"Timoleontos Vassou 8, Athina"
ChIJpTEzmwCYoRQRK1Jgj9adTik,President Hotel Athens,4.1,"Leoforos Kifisias 43, Athina"
ChIJ1aPQwVO9oRQRoYR7qn9BRHg,Best Western Plus Embassy Hotel,4.2,"Timoleontos Vassou 22, Athina"
ChIJjWu4DlS9oRQRL-IEtUVQvps,ATHINAIS HOTEL,4.3,"Vasilissis Sofias 99, Αμπελόκηποι"
ChIJoVWnwUy9oRQRT0BPsVL4Fbg,Proteas Hotel,3.6,"Lamprou Katsoni 9, Athina"
ChIJo_gENwGYoRQRlWP-y25ZDN0,Galatia Villas,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRinFXNkP_0cU,Sea of Aegeon,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRNyX2IGI_WCA,Romantic Spa Resort,5.0,"Firon, Φηρά"
ChIJEXik66uioRQRJbrt0TBCleE,Apartment to Ampelokipi Station,4.7,"Fthiotidos 55, Athina"
ChIJ8WxSlqqioRQR4IsET8fWpmU,Geke S.A.,3.1,"Leoforos Kifisias 43, Αμπελόκηποι"
ChIJ7V-gr66ioRQRzYvrcpvC9g8,Athens City House,5.0,"Avgerinou 26, Athina"
ChIJj2YEwVO9oRQRjPoWg7e4248,Andromeda Suites & Apartments,4.5,"Timoleontos Vassou 15, Athina"
ChIJOwN8jIuioRQRf3PnnUw8n6g,EXCLUSIVE PLAN HOTELS SELECTION LTD,,"Lamprou Katsoni 9, Athina"
ChIJTzzBe1W9oRQRdodOoILMKZs,Elvita Apartments,4.3,"Farantaton 27, Athina"
ChIJwTV-xJKjoRQRG4x7YQMLntU,City Stay,5.0,"Georgiou Kedrinou 68, Athina"
ChIJC5yoJbKjoRQRBIcoBjncc7o,Athens Divine Apartment,5.0,"Dimitsanas 25, Athina"
ChIJhTV6NQCjoRQRr0ySmnczJWI,Athens Hills Boutique Apartments,5.0,"Dimou Tseliou 4, Athina"
ChIJn381PYyjoRQRS8Ip4lJYZJ4,3C’s Athens Ampelokipoi: Comfy flat ft. Patio – 24/7 Airport Direct,1.0,"Laiou 8, Ampelokipi Menemeni"
ChIJ6_srW0KjoRQRym0tVehlVdU,Aroura Homes Garden House 2BR/2BA Private Parking,,"Orias 2, Athina"
ChIJp2DSpKuioRQRUFdcXjaNo1A,Clean Rooms,2.0,"Lakedaimonos 13-15, Menemeni"
ChIJcyst2vijoRQRuAuZ91HbgnM,Cozy Studio,,"Dimoulitsa Pargas 30, Athina"
ChIJScPDIACjoRQRbiUT_CdUy00,Zeus Luxury Business Suite in the heart of Athens,5.0,"Fthiotidos 38, Athina"
ChIJk_TSfgOjoRQR8gduJ-rJ8ws,Bee Local Athens,5.0,"Fthiotidos 32, Athina"
ChIJ7dguWgCjoRQRJIIh0dv7z9c,Alastor Elegant Apartment (Αμπελόκηποι),,"Georgiou Kedrinou 21-23, Athina"
ChIJyUDqt_q9oRQRpLLkE1dYDxU,Cityspace Apartment Athens,5.0,"Aldus Manutius 3, Athina"
ChIJ1dobu6y9oRQR6w5tohi5aOA,HOMOO Ampelokipoi Apartment- On the metro,2.0,"Aldus Manutius 1, Athina"
ChIJO107HcK9oRQRnVqRb0nFEsc,Stylish Luxury Apartment at Ampelokipi metro station,5.0,"Aldus Manutius 13-15, Athina"
ChIJAR1y1fmjoRQRLcKPCmyzgCs,Rene's palace,,"Tsopanakou 9, Athina"
ChIJ__uIHeq9oRQRqAbdErQavgA,Athenian Gem,4.8,"Dimitriou Soutsou 44, Athina"
ChIJt-VANei9oRQRDaZ4VABe6_A,"Gorgeous & Modern Apartment at Ampelokipi Metro Station, Athens, Attica, Greece",5.0,"Αθανασιάδου 3, Athina"
ChIJUZMtdDGjoRQRNJEihvq4kB4,Alkmini Apartment,4.9,"Doukissis Plakentias, Athina"
ChIJO2jHAQCjoRQRsRO-lP7XocY,Dione Business Suite,,"Tsagkaradas 5, Athina"
ChIJRZbG21C9oRQRSRzvZ-2wEXc,Stylish Luxury Apartment at Ampelokipi metro station,,"Dimitriou Soutsou 41, Athina"
ChIJ2zt4rv2joRQR6WhijyY_TR0,Joy's home,,"Alexandrou Palli 15, Athina"
ChIJmcOTZ_ujoRQRsWiIAT2mgG8,Sofia Studio Athens,5.0,"5ος όροφος, Μαιανδρουπόλεως 40 & Καρύστου, Panormou γωνία, Αμπελόκηποι"
ChIJdf-8QeKjoRQRhQFTC6CN-ZI,Tiny rooftop apartment,5.0,"Karistou 14, Athina"
ChIJJ48HQgGjoRQRDCfKy0WrldU,Raise Athens Panoramic View,,"Emmanouil Roidi 23, Athina"
ChIJNSVZlsCjoRQREzr4GA_DmOk,Penelope's Luxury Apartment,,"Louizis Riankour 65-67, Athina"
ChIJg0QxM3GjoRQROUcmJZdz5KA,Athens Bright Suite by CloudKeys,,"Argolidos 3, Athina"
ChIJZe3Q_iGjoRQRKU6dF9c57PI,Athenian Hub Luxe Loft,4.6,"Papastratou 4, Athina"
ChIJ90UUSG29oRQR2rmMNygPNuM,belucky Apartments,4.9,"Lycabettus Hill, Παλιγγενεσίας 4, Αθήνα"
ChIJu0Ov3OC9oRQRhaZsFSQ21F0,Athinaion Recreation Suites,4.7,"Vasilissis Sofias 124Α, Athina"
ChIJifCZMwCjoRQRbhL3u62fJqk,Pixel Studio,,"Kalvou 89, Athina"
ChIJnUN4YwCjoRQRp-SrKscfcbc,Departament fix 55,,"Sechou 3, Athina"
ChIJ9afVtT2ZoRQR7dG0vzBqImE,Athens Boutique Apartment by CloudKeys,3.9,"Leoforos Kifisias 32, Athina"
ChIJT1lGx7KioRQR2uv6vdGrQIw,"Tsochantzi Chryssanthi ""Cris Ankon""",,"Momferatou 91, Athina"
ChIJkfmecgC9oRQRTQyQ1p3L0ao,Nikis street 40,,"Tsocha 3, Athina"
ChIJSQ36PxWjoRQRl3YLOOr5vcE,Athens F&K Boutique Apartment,5.0,"Lomvardou 118, Athina"
ChIJTQE8PFW9oRQRImXKAhy-Vkw,Andreas Mansour Villa Inn,3.0,"Leoforos Mesogeion 3, Athina"
ChIJE5LV4y2ZoRQRWU2aXaY5BZY,Elvita Apartments 4,4.5,"Portarias 4, Μενεμένη"
ChIJIQrSXAajoRQRPxCRv4tqun8,Athens F&K Aphrodite Apartment,4.8,"Nikolaou Gkizi 45, Athina"
ChIJHdBj7AqZoRQRAOiMomjX3o4,Upgreat Hospitality,,"Pirgos Athinon, Leoforos Mesogeion 2-4, Athina"
ChIJ-xzeW229oRQRFYUQTCMizOc,Olive Villa Rentals,5.0,"Leoforos Mesogeion 2-4, Athina"
ChIJjfm3LwCjoRQR0PmBEwBicEE,Aidēpsou,,"Likeou 29, Athina"
ChIJUXR4iUq9oRQRXCmM8t-CAkk,Nefeli Center Apartment,,"Leoforos Mesogeion 12, Athina"
ChIJrXe-MQa9oRQRtT6D_o_ZT5M,Art Loft,3.2,"Fidippidou 12, Athina"
ChIJm_GvjnmZoRQRNCmelzdaETg,Athens Quality Apartments,4.5,"Arkadias 4, 6 8, Athina"
ChIJkeQiFPmZoRQRLFr_hkj3Hcg,Athelia Athens,,"Korinthias 9, Μενεμένη"
ChIJ954kvRm9oRQRT6G-_ipgQ28,The Booking Expert,5.0,"105-107, Vasilissis Sofias Ave, Athina"
ChIJXzTMpQGYoRQRh0Hh_PPn7eE,Ξενοδοχείο Elizabeth,4.1,"Arkadias Ampelokipi 46, Αθήνα"
ChIJpTEzmwCYoRQRK1Jgj9adTik,President Hotel Athens,4.1,"Leoforos Kifisias 43, Athina"
ChIJo_gENwGYoRQRlWP-y25ZDN0,Galatia Villas,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRinFXNkP_0cU,Sea of Aegeon,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRNyX2IGI_WCA,Romantic Spa Resort,5.0,"Firon, Φηρά"
ChIJK3E5ZwGYoRQRM6Ri7Pp7ZRI,Athens Platinum Rooms and Suites,4.4,"Zagoras 16, Athina"
ChIJ8WxSlqqioRQR4IsET8fWpmU,Geke S.A.,3.1,"Leoforos Kifisias 43, Αμπελόκηποι"
ChIJEXik66uioRQRJbrt0TBCleE,Apartment to Ampelokipi Station,4.7,"Fthiotidos 55, Athina"
ChIJceerlAGYoRQRlSslIEe3sdg,Harishouse,5.0,"Dionysiou Pyrrou 25, Athina"
ChIJTzzBe1W9oRQRdodOoILMKZs,Elvita Apartments,4.3,"Farantaton 27, Athina"
ChIJ__-_NgaYoRQRSSu_qPrvZCs,Agnanti Hotel,5.0,"Leoforos Kifisias 125-127, Athina"
ChIJIYZ-XTGZoRQRwxL3vgdPYeY,DANAÏ ΑΘΗΝΑ,5.0,"Firon 6, Athina"
ChIJR0mtQQGYoRQRdfvXQMewmkg,Elvita Apartments 2,4.7,"Messinias 40, Athina"
ChIJsV5j_HqZoRQRVsuNcYO7CxA,Kriel Suites by Liv Homes,4.5,"Sofias Sliman 4, Athina"
ChIJ4TzKbQCZoRQRkINIQ9AiW4c,Cozy 2 Bedroom apt @Panormou Metro/Erythros Stavros,,"Sevastoupoleos 107, Μενεμένη"
ChIJnz-732KZoRQRKxh7s98EdEM,PAPADAKIS,,"Leoforos Kifisias 102, Athina"
ChIJg4Q6bpOZoRQR4S7bOlx_RUE,VK Velvet Properties Athens,,"Leoforos Kifisias 68, Athina"
ChIJX9MtI0iZoRQRh_pxIGr3PXg,DSL - Downtown Skyline Loft,,"Ipatis 6, Ampelokipi Menemeni"
ChIJX8e5VQaYoRQRXMhMOxSQ8aI,24 Seven Ltd,5.0,"Kavaklıdere, wiki"
ChIJGdTrKQCZoRQRvGztFcV0QMI,Panormou bnb apartment,5.0,"Artis 33, Athina"
